HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459633.89407,2022-02-23.3891464,bA,2.02,17.540,>17.540,99.990,0.296,0.070,g
2459633.89534,2022-02-23.3904164,bA,2.01,17.554,17.054,0.138,0.547,0.069,g
2459633.89660,2022-02-23.3916755,bA,2.05,17.716,>17.716,99.990,0.217,0.060,g
2459634.74653,2022-02-24.2416430,bq,1.68,17.226,>17.226,99.990,0.424,0.093,g
2459634.74777,2022-02-24.2428795,bq,1.66,17.214,>17.214,99.990,0.225,0.095,g
2459634.74901,2022-02-24.2441207,bq,1.69,17.228,>17.228,99.990,0.323,0.093,g
2459635.73957,2022-02-25.2347052,bi,1.41,16.456,>16.456,99.990,0.318,0.190,g
2459635.74081,2022-02-25.2359435,bi,1.46,16.509,>16.509,99.990,0.328,0.181,g
2459635.74206,2022-02-25.2371935,bi,1.45,16.512,16.301,0.180,1.095,0.181,g
2459636.60536,2022-02-26.1005343,bE,1.47,17.171,>17.171,99.990,0.383,0.098,g
2459636.60536,2022-02-26.1005349,bH,1.45,16.730,>16.730,99.990,0.488,0.148,g
2459636.60665,2022-02-26.1018271,bH,1.42,16.814,>16.814,99.990,0.578,0.137,g
2459636.60666,2022-02-26.1018266,bE,1.50,17.352,>17.352,99.990,0.293,0.083,g
2459636.60794,2022-02-26.1031122,bE,1.48,17.088,>17.088,99.990,0.409,0.106,g
2459638.73454,2022-02-28.2297895,bA,2.14,17.212,>17.212,99.990,0.340,0.095,g
2459638.73580,2022-02-28.2310540,bA,2.12,17.349,>17.349,99.990,0.350,0.083,g
2459638.73707,2022-02-28.2323185,bA,2.12,17.487,17.198,0.168,0.479,0.074,g
2459639.84719,2022-03-01.3424957,bq,2.02,99.990,99.990,99.990,99.990,99.990,g
2459639.84842,2022-03-01.3437233,bq,1.99,99.990,99.990,99.990,99.990,99.990,g
2459639.84966,2022-03-01.3449585,bq,1.96,14.400,>14.400,99.990,1.240,1.262,g
2459642.44231,2022-03-03.9377273,bm,1.48,16.648,>16.648,99.990,0.245,0.159,g
2459642.44356,2022-03-03.9389680,bm,1.47,16.946,>16.946,99.990,0.130,0.121,g
2459642.44480,2022-03-03.9402085,bm,1.55,16.678,>16.678,99.990,0.326,0.155,g
2459643.41966,2022-03-04.9151153,bm,1.56,17.028,>17.028,99.990,0.175,0.112,g
2459643.42089,2022-03-04.9163525,bm,1.57,17.192,>17.192,99.990,0.118,0.096,g
2459643.42215,2022-03-04.9176189,bm,1.59,16.921,>16.921,99.990,0.444,0.124,g
2459643.52912,2022-03-05.0245891,bi,1.54,17.120,>17.120,99.990,0.511,0.103,g
2459643.53036,2022-03-05.0258280,bi,1.57,17.153,>17.153,99.990,0.266,0.100,g
2459643.53161,2022-03-05.0270815,bi,1.63,17.132,>17.132,99.990,0.373,0.102,g
2459644.40660,2022-03-05.9021064,bm,1.55,17.031,16.967,0.207,0.593,0.112,g
2459644.40784,2022-03-05.9033530,bm,1.60,17.031,16.718,0.164,0.746,0.112,g
2459644.40909,2022-03-05.9046055,bm,1.61,17.037,>17.037,99.990,0.200,0.111,g
2459648.50972,2022-03-10.0054359,bE,1.67,16.777,>16.777,99.990,0.192,0.141,g
2459648.50972,2022-03-10.0054359,bH,1.57,16.674,>16.674,99.990,0.240,0.155,g
2459648.51100,2022-03-10.0067162,bE,1.61,16.878,>16.878,99.990,0.086,0.129,g
2459648.51100,2022-03-10.0067157,bH,1.56,16.866,>16.866,99.990,0.369,0.130,g
2459648.51232,2022-03-10.0080322,bH,1.56,16.801,>16.801,99.990,0.342,0.138,g
2459648.51232,2022-03-10.0080322,bE,1.66,16.981,>16.981,99.990,0.303,0.117,g
2459649.80415,2022-03-11.2999347,bq,1.55,16.652,>16.652,99.990,0.457,0.159,g
2459649.80537,2022-03-11.3011593,bq,1.53,16.733,>16.733,99.990,0.357,0.147,g
2459649.80660,2022-03-11.3023826,bq,1.58,16.779,>16.779,99.990,0.198,0.141,g
2459650.81566,2022-03-12.3115050,bq,1.65,16.465,>16.465,99.990,0.714,0.188,g
2459650.81689,2022-03-12.3127362,bq,1.67,16.455,>16.455,99.990,0.395,0.190,g
2459650.81811,2022-03-12.3139572,bq,1.58,16.501,>16.501,99.990,0.178,0.182,g
2459651.80114,2022-03-13.2970398,bq,1.55,16.274,>16.274,99.990,0.375,0.225,g
2459651.80237,2022-03-13.2982701,bq,1.52,16.145,>16.145,99.990,0.944,0.253,g
2459651.80361,2022-03-13.2995101,bq,1.50,16.145,>16.145,99.990,0.201,0.253,g
2459652.80122,2022-03-14.2971833,bq,1.63,16.070,>16.070,99.990,1.133,0.271,g
2459652.80244,2022-03-14.2983994,bq,1.53,16.093,>16.093,99.990,0.359,0.265,g
2459652.80369,2022-03-14.2996496,bq,1.51,16.015,>16.015,99.990,-0.038,0.285,g
2459654.31670,2022-03-15.8127508,bm,1.47,15.877,>15.877,99.990,0.145,0.324,g
2459654.31794,2022-03-15.8139925,bm,1.49,16.056,>16.056,99.990,0.247,0.275,g
2459654.31920,2022-03-15.8152435,bm,1.48,15.961,>15.961,99.990,0.056,0.300,g
2459656.33702,2022-03-17.8331925,bm,1.76,15.803,>15.803,99.990,0.916,0.347,g
2459656.33826,2022-03-17.8344319,bm,1.99,15.758,>15.758,99.990,0.173,0.361,g
2459656.33950,2022-03-17.8356738,bm,1.71,15.776,>15.776,99.990,-0.158,0.355,g
2459657.65286,2022-03-19.1491164,bi,1.53,16.031,>16.031,99.990,-0.119,0.281,g
2459657.65411,2022-03-19.1503652,bi,1.58,16.143,>16.143,99.990,0.380,0.253,g
2459657.65536,2022-03-19.1516150,bi,1.49,16.043,>16.043,99.990,-0.131,0.278,g
2459657.67267,2022-03-19.1689303,bE,1.76,16.064,>16.064,99.990,0.274,0.272,g
2459657.67396,2022-03-19.1702256,bE,1.74,16.122,>16.122,99.990,0.257,0.258,g
2459657.67396,2022-03-19.1702254,bH,1.47,16.081,>16.081,99.990,0.715,0.268,g
2459657.67525,2022-03-19.1715219,bE,1.71,15.977,>15.977,99.990,0.164,0.295,g
2459657.67525,2022-03-19.1715221,bH,1.44,15.978,>15.978,99.990,0.506,0.295,g
2459658.70265,2022-03-20.1989782,bE,1.54,16.122,>16.122,99.990,0.728,0.258,g
2459658.70397,2022-03-20.2003034,bH,1.50,16.019,>16.019,99.990,0.163,0.284,g
2459658.70398,2022-03-20.2003027,bE,1.50,16.289,>16.289,99.990,0.495,0.222,g
2459658.70527,2022-03-20.2016018,bH,1.48,16.090,>16.090,99.990,0.448,0.266,g
2459658.70527,2022-03-20.2016009,bE,1.50,16.303,>16.303,99.990,0.266,0.219,g
2459658.78508,2022-03-20.2814129,bq,1.53,15.988,>15.988,99.990,-0.708,0.292,g
2459658.78631,2022-03-20.2826454,bq,1.52,15.865,>15.865,99.990,0.494,0.327,g
2459658.78755,2022-03-20.2838767,bq,1.44,15.801,>15.801,99.990,1.237,0.347,g
2459659.78861,2022-03-21.2850103,bq,1.62,16.178,>16.178,99.990,-0.196,0.245,g
2459659.78985,2022-03-21.2862557,bq,1.65,15.960,>15.960,99.990,0.497,0.300,g
2459659.79109,2022-03-21.2874903,bq,1.64,16.166,>16.166,99.990,0.112,0.248,g
2459661.86154,2022-03-23.3580847,bA,1.70,16.298,>16.298,99.990,0.144,0.220,g
2459661.86281,2022-03-23.3593497,bA,1.61,16.712,>16.712,99.990,0.497,0.150,g
2459662.68726,2022-03-24.1838658,bi,1.50,16.637,>16.637,99.990,0.289,0.161,g
2459662.68851,2022-03-24.1851076,bi,1.50,16.677,>16.677,99.990,0.590,0.155,g
2459662.68975,2022-03-24.1863481,bi,1.49,16.641,>16.641,99.990,0.081,0.160,g
2459663.69735,2022-03-25.1940349,bH,1.47,16.770,>16.770,99.990,0.494,0.142,g
2459663.69737,2022-03-25.1940347,bE,1.54,16.947,>16.947,99.990,0.388,0.121,g
2459663.69865,2022-03-25.1953333,bH,1.46,16.715,>16.715,99.990,-0.056,0.150,g
2459663.69866,2022-03-25.1953332,bE,1.53,16.938,>16.938,99.990,0.350,0.122,g
2459663.69995,2022-03-25.1966218,bE,1.52,17.082,>17.082,99.990,0.414,0.107,g
2459663.74895,2022-03-25.2456207,bq,1.47,17.379,>17.379,99.990,0.358,0.081,g
2459663.75019,2022-03-25.2468633,bq,1.43,17.256,>17.256,99.990,0.426,0.091,g
2459663.75143,2022-03-25.2481052,bq,1.50,17.110,>17.110,99.990,0.422,0.104,g
2459664.60579,2022-03-26.1025256,bE,1.47,17.286,>17.286,99.990,0.276,0.088,g
2459664.60579,2022-03-26.1025255,bH,1.47,17.247,16.871,0.155,0.648,0.092,g
2459664.60708,2022-03-26.1038195,bH,1.46,17.360,>17.360,99.990,0.370,0.083,g
2459664.60708,2022-03-26.1038201,bE,1.44,17.380,>17.380,99.990,0.296,0.081,g
2459664.60837,2022-03-26.1051173,bH,1.54,17.303,>17.303,99.990,0.023,0.087,g
2459664.60838,2022-03-26.1051164,bE,1.50,17.315,17.159,0.190,0.497,0.086,g
2459664.61574,2022-03-26.1124765,bi,1.45,17.292,>17.292,99.990,0.129,0.088,g
2459664.61696,2022-03-26.1136994,bi,1.41,17.291,17.142,0.191,0.505,0.088,g
2459664.61822,2022-03-26.1149560,bi,1.40,17.221,17.161,0.207,0.496,0.094,g
2459664.66891,2022-03-26.1656493,bi,1.40,17.067,>17.067,99.990,0.393,0.108,g
2459664.67016,2022-03-26.1668981,bi,1.39,17.139,>17.139,99.990,0.224,0.101,g
2459664.67140,2022-03-26.1681412,bi,1.44,17.163,>17.163,99.990,0.379,0.099,g
2459665.67347,2022-03-27.1702868,bi,1.43,17.122,>17.122,99.990,0.351,0.103,g
2459665.67471,2022-03-27.1715229,bi,1.47,17.126,17.110,0.216,0.520,0.102,g
2459665.67596,2022-03-27.1727731,bi,1.43,17.032,>17.032,99.990,0.318,0.112,g
2459665.76527,2022-03-27.2621009,bq,1.53,17.148,>17.148,99.990,0.145,0.100,g
2459665.76650,2022-03-27.2633307,bq,1.49,17.044,>17.044,99.990,0.300,0.111,g
2459665.76774,2022-03-27.2645686,bq,1.49,17.107,>17.107,99.990,0.408,0.104,g
2459666.62830,2022-03-28.1251835,bE,1.47,17.431,>17.431,99.990,0.290,0.077,g
2459666.62830,2022-03-28.1251839,bH,1.46,17.215,>17.215,99.990,0.462,0.094,g
2459666.62959,2022-03-28.1264839,bH,1.50,17.363,>17.363,99.990,0.217,0.082,g
2459666.62960,2022-03-28.1264839,bE,1.49,17.365,>17.365,99.990,0.365,0.082,g
2459666.63090,2022-03-28.1277935,bH,1.41,17.111,>17.111,99.990,0.398,0.104,g
2459666.63091,2022-03-28.1277929,bE,1.50,17.450,>17.450,99.990,0.203,0.076,g
2459667.66685,2022-03-29.1638234,bi,1.40,17.087,>17.087,99.990,0.377,0.106,g
2459667.66809,2022-03-29.1650597,bi,1.42,17.248,16.847,0.152,0.663,0.092,g
2459667.66934,2022-03-29.1663025,bi,1.44,17.127,>17.127,99.990,0.489,0.102,g
2459668.58255,2022-03-30.0795797,bH,1.43,17.139,17.069,0.205,0.540,0.101,g
2459668.58255,2022-03-30.0795797,bE,1.58,17.319,>17.319,99.990,0.269,0.086,g
2459668.58385,2022-03-30.0808800,bH,1.40,17.189,17.064,0.195,0.543,0.097,g
2459668.58385,2022-03-30.0808799,bE,1.51,17.358,>17.358,99.990,0.279,0.083,g
2459668.58513,2022-03-30.0821648,bH,1.43,17.217,17.194,0.215,0.481,0.094,g
2459668.58514,2022-03-30.0821640,bE,1.55,17.262,>17.262,99.990,0.374,0.090,g
2459669.67670,2022-03-31.1738222,bH,1.40,17.090,>17.090,99.990,0.381,0.106,g
2459669.67671,2022-03-31.1738226,bE,1.65,17.168,>17.168,99.990,0.404,0.099,g
2459669.67801,2022-03-31.1751288,bE,1.65,17.244,>17.244,99.990,0.379,0.092,g
2459669.67930,2022-03-31.1764184,bH,1.40,17.074,>17.074,99.990,0.431,0.108,g
2459669.67930,2022-03-31.1764188,bE,1.67,17.490,>17.490,99.990,0.253,0.073,g
2459670.74729,2022-04-01.2444881,bq,1.47,17.103,>17.103,99.990,0.389,0.105,g
2459670.74853,2022-04-01.2457265,bq,1.51,17.093,>17.093,99.990,0.285,0.106,g
2459670.74975,2022-04-01.2469483,bq,1.53,17.058,>17.058,99.990,0.219,0.109,g
2459671.64335,2022-04-02.1406190,bE,1.45,17.216,17.052,0.188,0.549,0.094,g
2459671.64335,2022-04-02.1406194,bH,1.53,17.204,17.067,0.193,0.541,0.095,g
2459671.64466,2022-04-02.1419275,bE,1.42,17.492,>17.492,99.990,0.241,0.073,g
2459671.64466,2022-04-02.1419275,bH,1.46,17.237,>17.237,99.990,0.449,0.093,g
2459671.64595,2022-04-02.1432201,bE,1.45,17.284,>17.284,99.990,0.429,0.089,g
2459671.64595,2022-04-02.1432195,bH,1.46,17.134,>17.134,99.990,0.348,0.102,g
2459672.74259,2022-04-03.2399473,bq,1.47,17.061,>17.061,99.990,0.342,0.109,g
2459672.74385,2022-04-03.2412057,bq,1.48,17.226,>17.226,99.990,0.372,0.093,g
2459672.74508,2022-04-03.2424406,bq,1.49,16.993,>16.993,99.990,0.444,0.116,g
2459673.74478,2022-04-04.2422127,bq,1.53,17.050,>17.050,99.990,0.343,0.110,g
2459673.74602,2022-04-04.2434462,bq,1.51,17.162,>17.162,99.990,0.189,0.099,g
2459673.74725,2022-04-04.2446821,bq,1.50,17.021,>17.021,99.990,0.404,0.113,g
2459674.60727,2022-04-05.1047686,bi,1.40,17.191,>17.191,99.990,0.456,0.097,g
2459674.60850,2022-04-05.1060034,bi,1.45,17.309,>17.309,99.990,0.343,0.087,g
2459674.60973,2022-04-05.1072391,bi,1.48,17.139,>17.139,99.990,0.505,0.101,g
2459675.53452,2022-04-06.0321025,bH,1.36,17.081,>17.081,99.990,0.351,0.107,g
2459675.53452,2022-04-06.0321026,bE,1.42,17.397,>17.397,99.990,0.375,0.080,g
2459675.53583,2022-04-06.0334069,bE,1.44,17.404,17.181,0.178,0.487,0.079,g
2459675.53583,2022-04-06.0334070,bH,1.42,17.273,17.071,0.182,0.539,0.090,g
2459675.53712,2022-04-06.0347047,bH,1.47,17.402,17.399,0.219,0.399,0.080,g
2459675.53712,2022-04-06.0347035,bE,1.45,17.366,>17.366,99.990,0.335,0.082,g
2459676.57667,2022-04-07.0743482,bH,1.39,17.145,17.142,0.219,0.505,0.101,g
2459676.57668,2022-04-07.0743481,bE,1.56,17.406,17.292,0.197,0.440,0.079,g
2459676.57797,2022-04-07.0756462,bH,1.45,17.181,>17.181,99.990,0.235,0.097,g
2459676.57798,2022-04-07.0756456,bE,1.55,17.321,17.216,0.199,0.472,0.086,g
2459676.57928,2022-04-07.0769501,bH,1.43,17.066,>17.066,99.990,0.391,0.108,g
2459676.57929,2022-04-07.0769495,bE,1.54,17.303,17.290,0.216,0.441,0.087,g
2459677.73008,2022-04-08.2278399,bq,1.52,16.667,>16.667,99.990,0.539,0.156,g
2459677.73134,2022-04-08.2291006,bq,1.52,16.701,>16.701,99.990,0.383,0.152,g
2459677.73259,2022-04-08.2303432,bq,1.52,16.651,>16.651,99.990,0.327,0.159,g
2459678.73275,2022-04-09.2305989,bq,1.47,16.421,>16.421,99.990,0.132,0.196,g
2459678.73399,2022-04-09.2318420,bq,1.53,16.435,>16.435,99.990,0.541,0.194,g
2459678.73523,2022-04-09.2330795,bq,1.47,16.411,>16.411,99.990,0.942,0.198,g
2459679.51935,2022-04-10.0172651,bi,1.40,16.708,>16.708,99.990,0.234,0.151,g
2459679.52060,2022-04-10.0185164,bi,1.43,16.736,>16.736,99.990,0.558,0.147,g
2459679.52186,2022-04-10.0197677,bi,1.43,16.661,>16.661,99.990,0.396,0.157,g
2459680.58252,2022-04-11.0805217,bi,1.44,16.474,>16.474,99.990,0.179,0.187,g
2459680.58377,2022-04-11.0817671,bi,1.42,16.669,>16.669,99.990,0.264,0.156,g
2459680.58500,2022-04-11.0829982,bi,1.41,16.581,>16.581,99.990,0.108,0.169,g
2459681.59709,2022-04-12.0951789,bi,1.50,16.352,>16.352,99.990,0.159,0.209,g
2459681.59833,2022-04-12.0964206,bi,1.52,16.281,>16.281,99.990,0.495,0.223,g
2459681.59958,2022-04-12.0976622,bi,1.46,16.246,>16.246,99.990,-0.355,0.231,g
2459682.30293,2022-04-12.8010795,bm,1.50,15.845,>15.845,99.990,1.203,0.334,g
2459682.30416,2022-04-12.8023075,bm,1.46,15.927,>15.927,99.990,0.347,0.309,g
2459682.30540,2022-04-12.8035476,bm,1.52,15.840,>15.840,99.990,0.367,0.335,g
2459686.61150,2022-04-17.1100148,bi,1.43,15.796,>15.796,99.990,0.933,0.349,g
2459686.61274,2022-04-17.1112590,bi,1.44,15.882,>15.882,99.990,0.568,0.322,g
2459686.61401,2022-04-17.1125239,bi,1.53,15.832,>15.832,99.990,0.946,0.338,g
2459687.51745,2022-04-18.0160599,bH,1.47,16.480,>16.480,99.990,0.371,0.186,g
2459687.51746,2022-04-18.0160594,bE,1.47,16.618,>16.618,99.990,0.214,0.164,g
2459687.51876,2022-04-18.0173644,bH,1.51,16.324,>16.324,99.990,0.093,0.215,g
2459687.51876,2022-04-18.0173650,bE,1.50,16.538,>16.538,99.990,0.593,0.176,g
2459687.52005,2022-04-18.0186557,bH,1.51,16.230,>16.230,99.990,0.312,0.234,g
2459687.52006,2022-04-18.0186550,bE,1.50,16.667,>16.667,99.990,0.287,0.156,g
2459688.62803,2022-04-19.1267400,bH,1.50,16.014,>16.014,99.990,0.924,0.285,g
2459688.62805,2022-04-19.1267399,bE,1.58,16.079,>16.079,99.990,-0.019,0.269,g
2459688.62934,2022-04-19.1280431,bH,1.42,15.623,>15.623,99.990,0.684,0.409,g
2459688.62935,2022-04-19.1280432,bE,1.50,15.774,>15.774,99.990,0.079,0.356,g
2459688.63064,2022-04-19.1293391,bH,1.48,15.950,>15.950,99.990,0.042,0.303,g
2459688.63064,2022-04-19.1293390,bE,1.43,16.031,>16.031,99.990,0.236,0.281,g
2459688.70568,2022-04-19.2043906,bq,1.57,15.588,>15.588,99.990,0.903,0.423,g
2459688.70692,2022-04-19.2056268,bq,1.51,15.562,>15.562,99.990,-0.159,0.433,g
2459688.70816,2022-04-19.2068699,bq,1.49,15.343,>15.343,99.990,-0.699,0.530,g
2459690.64380,2022-04-21.1426756,bi,1.58,16.358,>16.358,99.990,-0.090,0.208,g
2459690.64505,2022-04-21.1439262,bi,1.59,16.094,>16.094,99.990,0.025,0.265,g
2459690.64630,2022-04-21.1451787,bi,1.58,16.166,>16.166,99.990,0.409,0.248,g
2459691.61757,2022-04-22.1165343,bi,1.47,16.962,>16.962,99.990,0.358,0.119,g
2459691.61883,2022-04-22.1177881,bi,1.41,16.894,>16.894,99.990,0.199,0.127,g
2459691.62006,2022-04-22.1190260,bi,1.42,16.817,>16.817,99.990,0.552,0.136,g
2459692.68156,2022-04-23.1806156,bq,1.51,16.939,>16.939,99.990,0.391,0.122,g
2459692.68279,2022-04-23.1818444,bq,1.55,16.963,>16.963,99.990,0.232,0.119,g
2459692.68401,2022-04-23.1830722,bq,1.51,16.987,>16.987,99.990,0.311,0.116,g
2459693.67882,2022-04-24.1779729,bq,1.50,16.977,>16.977,99.990,0.280,0.118,g
2459693.68008,2022-04-24.1792341,bq,1.51,17.149,>17.149,99.990,0.495,0.100,g
2459693.68134,2022-04-24.1804903,bq,1.45,17.282,>17.282,99.990,0.220,0.089,g
2459693.68275,2022-04-24.1819034,bq,1.55,16.990,>16.990,99.990,0.550,0.116,g
2459693.68399,2022-04-24.1831453,bq,1.47,17.155,>17.155,99.990,0.438,0.100,g
2459693.68521,2022-04-24.1843697,bq,1.49,17.104,>17.104,99.990,0.304,0.105,g
2459694.57577,2022-04-25.0749987,bH,1.44,17.118,>17.118,99.990,0.188,0.103,g
2459694.57577,2022-04-25.0749993,bE,1.63,17.110,>17.110,99.990,0.475,0.104,g
2459694.57707,2022-04-25.0762972,bH,1.42,17.178,>17.178,99.990,0.385,0.098,g
2459694.57707,2022-04-25.0762974,bE,1.60,17.150,>17.150,99.990,0.403,0.100,g
2459694.57834,2022-04-25.0775704,bH,1.43,17.146,>17.146,99.990,0.444,0.101,g
2459694.57834,2022-04-25.0775708,bE,1.61,17.340,>17.340,99.990,0.183,0.084,g
2459696.66462,2022-04-27.1640414,bq,1.55,16.570,>16.570,99.990,0.262,0.171,g
2459696.66586,2022-04-27.1652802,bq,1.47,16.576,>16.576,99.990,0.570,0.170,g
2459696.66707,2022-04-27.1664907,bq,1.51,16.400,>16.400,99.990,0.120,0.200,g
2459698.65023,2022-04-29.1498302,bq,1.47,17.077,>17.077,99.990,0.353,0.107,g
2459698.65148,2022-04-29.1510754,bq,1.48,16.956,>16.956,99.990,0.339,0.120,g
2459698.65273,2022-04-29.1523289,bq,1.49,17.087,>17.087,99.990,0.351,0.106,g
2459701.48074,2022-05-01.9806101,bH,1.40,17.327,17.005,0.163,0.573,0.085,g
2459701.48075,2022-05-01.9806112,bE,1.50,17.262,16.937,0.162,0.610,0.090,g
2459701.48204,2022-05-01.9819065,bH,1.42,17.358,>17.358,99.990,0.388,0.083,g
2459701.48205,2022-05-01.9819068,bE,1.54,17.223,>17.223,99.990,0.359,0.094,g
2459701.48332,2022-05-01.9831819,bH,1.39,17.212,>17.212,99.990,0.200,0.095,g
2459701.48332,2022-05-01.9831818,bE,1.52,17.353,17.006,0.159,0.572,0.083,g
2459702.57456,2022-05-03.0745293,bi,1.47,17.058,>17.058,99.990,0.422,0.109,g
2459702.57580,2022-05-03.0757711,bi,1.53,17.009,>17.009,99.990,0.180,0.114,g
2459702.57704,2022-05-03.0770057,bi,1.53,17.053,>17.053,99.990,0.365,0.110,g
2459703.57431,2022-05-04.0743637,bE,1.60,17.213,17.115,0.200,0.518,0.095,g
2459703.57432,2022-05-04.0743631,bH,1.43,17.124,16.974,0.191,0.589,0.103,g
2459703.57559,2022-05-04.0756540,bE,1.56,17.271,>17.271,99.990,0.324,0.090,g
2459703.57561,2022-05-04.0756543,bH,1.41,17.154,>17.154,99.990,0.308,0.100,g
2459703.57689,2022-05-04.0769509,bE,1.57,17.213,>17.213,99.990,0.277,0.095,g
2459703.57690,2022-05-04.0769515,bH,1.43,17.085,>17.085,99.990,0.394,0.106,g
2459704.47427,2022-05-04.9743998,bi,1.42,17.195,>17.195,99.990,0.140,0.096,g
2459704.47552,2022-05-04.97565,bi,1.44,17.053,>17.053,99.990,0.340,0.110,g
2459704.47678,2022-05-04.9769128,bi,1.44,17.144,>17.144,99.990,0.383,0.101,g
2459705.56768,2022-05-06.0679193,bH,1.38,16.624,>16.624,99.990,0.450,0.163,g
2459705.56769,2022-05-06.0679194,bE,1.47,16.927,>16.927,99.990,0.442,0.123,g
2459705.56897,2022-05-06.0692098,bH,1.41,16.695,>16.695,99.990,0.410,0.152,g
2459705.56898,2022-05-06.0692097,bE,1.43,16.855,>16.855,99.990,0.136,0.132,g
2459705.57027,2022-05-06.0705056,bE,1.50,16.945,>16.945,99.990,0.336,0.121,g
2459705.57027,2022-05-06.0705060,bH,1.40,16.661,>16.661,99.990,0.570,0.157,g
2459706.63860,2022-05-07.1389281,bq,1.50,16.840,>16.840,99.990,0.226,0.133,g
2459706.63987,2022-05-07.1401971,bq,1.49,16.967,>16.967,99.990,0.488,0.119,g
2459706.64114,2022-05-07.1414731,bq,1.52,16.740,>16.740,99.990,0.401,0.146,g
2459707.64687,2022-05-08.1472938,bq,2.18,16.224,>16.224,99.990,0.129,0.235,g
2459707.64816,2022-05-08.1485825,bq,2.16,16.217,>16.217,99.990,0.079,0.237,g
2459707.64943,2022-05-08.1498568,bq,2.20,16.119,>16.119,99.990,0.299,0.259,g
2459708.30721,2022-05-08.8076871,bm,2.02,16.272,>16.272,99.990,0.872,0.225,g
2459708.30845,2022-05-08.8089369,bm,2.00,16.383,>16.383,99.990,-0.129,0.203,g
2459708.30969,2022-05-08.8101714,bm,2.02,16.262,>16.262,99.990,0.502,0.227,g
2459709.53247,2022-05-10.0330752,bH,1.47,14.905,>14.905,99.990,1.297,0.793,g
2459709.53248,2022-05-10.0330754,bE,1.55,14.732,>14.732,99.990,-0.098,0.930,g
2459709.53377,2022-05-10.0343728,bH,1.46,14.541,>14.541,99.990,-1.228,1.109,g
2459709.53378,2022-05-10.0343733,bE,1.53,14.490,>14.490,99.990,-0.213,1.162,g
2459709.53507,2022-05-10.0356679,bH,1.44,13.987,>13.987,99.990,-1.129,1.846,g
2459709.53508,2022-05-10.0356677,bE,1.42,14.107,>14.107,99.990,2.467,1.654,g
2459710.21523,2022-05-10.7158842,bm,1.56,15.400,>15.400,99.990,0.876,0.503,g
2459710.21649,2022-05-10.7171439,bm,1.55,15.453,>15.453,99.990,0.522,0.479,g
2459710.21797,2022-05-10.7186265,bm,1.47,15.692,>15.692,99.990,0.575,0.384,g
2459710.52279,2022-05-11.0234766,bH,1.46,16.449,>16.449,99.990,0.149,0.191,g
2459710.52279,2022-05-11.0234776,bE,1.48,16.496,>16.496,99.990,0.451,0.183,g
2459710.52409,2022-05-11.0247726,bH,1.49,16.521,>16.521,99.990,0.560,0.179,g
2459710.52409,2022-05-11.0247726,bE,1.49,16.666,>16.666,99.990,0.166,0.157,g
2459710.52539,2022-05-11.0260775,bH,1.49,16.359,>16.359,99.990,0.620,0.208,g
2459710.52539,2022-05-11.0260766,bE,1.42,16.641,>16.641,99.990,0.483,0.160,g
2459712.26178,2022-05-12.7626322,bm,1.68,16.000,>16.000,99.990,0.732,0.289,g
2459712.26306,2022-05-12.7638975,bm,1.62,16.169,>16.169,99.990,-0.008,0.248,g
2459713.65683,2022-05-14.1577990,bq,1.98,15.619,>15.619,99.990,0.128,0.411,g
2459713.65814,2022-05-14.1591078,bq,2.00,15.700,>15.700,99.990,0.602,0.381,g
2459713.65943,2022-05-14.1603989,bq,1.76,15.596,>15.596,99.990,-0.779,0.420,g
2459715.28895,2022-05-15.7900655,bm,1.52,15.417,>15.417,99.990,1.621,0.495,g
2459715.29021,2022-05-15.7913262,bm,1.50,15.443,>15.443,99.990,0.751,0.483,g
2459715.29144,2022-05-15.7925586,bm,1.56,15.399,>15.399,99.990,1.295,0.503,g
2459716.53608,2022-05-17.0373043,bi,1.53,15.869,>15.869,99.990,0.428,0.326,g
2459716.53731,2022-05-17.0385333,bi,1.47,15.954,>15.954,99.990,0.299,0.302,g
2459716.53855,2022-05-17.0397761,bi,1.49,15.873,>15.873,99.990,0.471,0.325,g
2459717.49813,2022-05-17.9994442,bH,1.46,16.500,>16.500,99.990,-0.056,0.182,g
2459717.49814,2022-05-17.9994447,bE,1.50,16.624,>16.624,99.990,0.545,0.163,g
2459717.49941,2022-05-18.0007284,bH,1.42,16.498,>16.498,99.990,0.381,0.183,g
2459717.49942,2022-05-18.0007285,bE,1.50,16.620,>16.620,99.990,0.203,0.163,g
2459717.50070,2022-05-18.0020131,bH,1.43,16.400,>16.400,99.990,0.869,0.200,g
2459717.50070,2022-05-18.0020127,bE,1.55,16.539,>16.539,99.990,0.431,0.176,g
2459717.53182,2022-05-18.0331422,bH,1.56,16.131,>16.131,99.990,0.413,0.256,g
2459717.53183,2022-05-18.0331422,bE,1.59,16.358,>16.358,99.990,-0.224,0.208,g
2459717.53311,2022-05-18.0344282,bH,1.50,16.217,>16.217,99.990,-0.132,0.237,g
2459717.53312,2022-05-18.0344275,bE,1.54,16.301,>16.301,99.990,0.092,0.219,g
2459717.53441,2022-05-18.0357203,bH,1.46,16.200,>16.200,99.990,-0.098,0.240,g
2459717.53441,2022-05-18.0357203,bE,1.54,16.296,>16.296,99.990,0.521,0.220,g
