HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458190.60562,2018-03-13.1015160,bi,1.44,17.358,17.311,0.210,0.432,0.083,g
2458191.57986,2018-03-14.0758092,bh,1.35,16.288,>16.288,99.990,0.564,0.234,V
2458191.57986,2018-03-14.0758087,be,1.37,16.511,>16.511,99.990,0.786,0.191,V
2458191.58114,2018-03-14.0770877,bh,1.37,16.379,>16.379,99.990,0.377,0.215,V
2458191.58114,2018-03-14.0770877,be,1.39,16.562,>16.562,99.990,0.631,0.182,V
2458191.58240,2018-03-14.0783469,be,1.39,16.571,>16.571,99.990,0.741,0.181,V
2458191.58240,2018-03-14.0783468,bh,1.39,16.327,>16.327,99.990,0.778,0.226,V
2458192.34812,2018-03-14.8441121,bm,1.50,17.678,17.030,0.120,0.560,0.062,g
2458192.34939,2018-03-14.8453790,bm,1.47,17.628,17.178,0.145,0.489,0.065,g
2458192.66801,2018-03-15.1640201,bi,1.45,17.326,17.099,0.178,0.526,0.085,g
2458192.66923,2018-03-15.1652385,bi,1.39,17.207,16.861,0.159,0.654,0.095,g
2458192.67045,2018-03-15.1664568,bi,1.43,17.129,16.669,0.143,0.781,0.102,g
2458194.32872,2018-03-16.8248344,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458194.33024,2018-03-16.8263518,bm,1.67,99.990,99.990,99.990,99.990,99.990,g
2458194.33146,2018-03-16.8275684,bm,1.58,17.572,>17.572,99.990,0.339,0.068,g
2458194.69552,2018-03-17.1916513,bi,1.47,17.294,17.222,0.205,0.469,0.088,g
2458194.69673,2018-03-17.1928700,bi,1.44,17.263,17.170,0.201,0.492,0.090,g
2458194.69795,2018-03-17.1940886,bi,1.44,17.290,17.281,0.218,0.444,0.088,g
2458195.32574,2018-03-17.8219136,bm,1.46,17.503,17.208,0.167,0.475,0.072,g
2458195.32696,2018-03-17.8231344,bm,1.48,17.648,17.093,0.131,0.528,0.063,g
2458195.32818,2018-03-17.8243512,bm,1.49,17.473,17.112,0.157,0.519,0.074,g
2458195.84983,2018-03-18.3460361,ba,1.62,16.993,>16.993,99.990,0.527,0.122,V
2458195.85110,2018-03-18.3473133,ba,1.66,16.994,16.854,0.193,0.696,0.122,V
2458195.85238,2018-03-18.3485896,ba,1.67,17.062,>17.062,99.990,0.305,0.115,V
2458196.32763,2018-03-18.8238671,bm,1.61,99.990,99.990,99.990,99.990,99.990,g
2458196.32890,2018-03-18.8251421,bm,1.58,17.608,17.136,0.142,0.508,0.066,g
2458196.33014,2018-03-18.8263847,bm,1.59,17.593,16.989,0.125,0.581,0.067,g
2458196.54023,2018-03-19.0364810,be,1.78,16.625,>16.625,99.990,0.575,0.172,V
2458196.54150,2018-03-19.0377556,bh,1.47,16.255,>16.255,99.990,0.604,0.242,V
2458196.54150,2018-03-19.0377552,be,1.75,16.518,>16.518,99.990,0.786,0.190,V
2458196.54281,2018-03-19.0390668,be,1.61,16.558,>16.558,99.990,0.785,0.183,V
2458196.54281,2018-03-19.0390677,bh,1.50,16.423,>16.423,99.990,0.792,0.207,V
2458197.35619,2018-03-19.8524953,bm,1.49,17.686,17.103,0.128,0.524,0.061,g
2458197.35740,2018-03-19.8537064,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458197.35861,2018-03-19.8549173,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458197.68897,2018-03-20.1853042,bi,1.38,17.231,17.145,0.203,0.503,0.093,g
2458197.69019,2018-03-20.1865214,bi,1.39,17.248,>17.248,99.990,0.453,0.092,g
2458197.69141,2018-03-20.1877385,bi,1.42,17.239,>17.239,99.990,0.448,0.092,g
2458198.35319,2018-03-20.8495615,bm,1.46,17.597,17.106,0.139,0.522,0.066,g
2458198.35441,2018-03-20.8507819,bm,1.50,17.597,17.214,0.154,0.473,0.066,g
2458198.35563,2018-03-20.8519976,bm,1.47,17.751,17.365,0.154,0.411,0.058,g
2458199.30341,2018-03-21.7998550,bm,1.60,17.514,17.456,0.208,0.378,0.072,g
2458199.30513,2018-03-21.8015696,bm,1.61,17.504,17.245,0.173,0.459,0.072,g
2458199.69168,2018-03-22.1881484,bi,1.41,17.215,>17.215,99.990,0.314,0.094,g
2458199.69290,2018-03-22.1893662,bi,1.39,17.204,>17.204,99.990,0.465,0.095,g
2458199.69412,2018-03-22.1905836,bi,1.36,17.364,>17.364,99.990,0.338,0.082,g
2458200.64238,2018-03-23.1389127,be,1.51,16.769,>16.769,99.990,0.169,0.150,V
2458200.64239,2018-03-23.1389127,bh,1.43,16.447,>16.447,99.990,0.331,0.202,V
2458200.64528,2018-03-23.1418150,be,1.48,16.565,>16.565,99.990,0.683,0.182,V
2458200.64529,2018-03-23.1418178,bh,1.44,16.381,>16.381,99.990,0.007,0.215,V
2458201.69870,2018-03-24.1953081,bi,1.39,17.250,16.856,0.153,0.657,0.091,g
2458201.69993,2018-03-24.1965290,bi,1.37,17.225,16.961,0.172,0.597,0.094,g
2458201.70114,2018-03-24.1977462,bi,1.41,17.117,>17.117,99.990,0.431,0.103,g
2458203.32832,2018-03-25.8250398,bm,2.06,16.727,>16.727,99.990,0.598,0.148,g
2458203.32953,2018-03-25.8262460,bm,2.08,17.037,>17.037,99.990,0.323,0.111,g
2458203.33074,2018-03-25.8274625,bm,2.04,16.867,>16.867,99.990,0.478,0.130,g
2458203.68797,2018-03-26.1847128,bi,1.58,16.434,>16.434,99.990,0.609,0.194,g
2458203.68918,2018-03-26.1859362,bi,1.44,16.536,>16.536,99.990,0.197,0.176,g
2458203.69041,2018-03-26.1871559,bi,1.52,16.359,>16.359,99.990,0.512,0.208,g
2458206.82188,2018-03-29.3188589,ba,2.16,15.306,15.297,0.217,2.919,0.579,V
2458206.82316,2018-03-29.3201335,ba,2.16,15.374,>15.374,99.990,-1.038,0.544,V
2458206.82444,2018-03-29.3214104,ba,2.16,15.372,>15.372,99.990,-1.794,0.545,V
2458208.84959,2018-03-31.3467179,ba,1.61,14.472,>14.472,99.990,-0.688,1.248,V
2458208.85086,2018-03-31.3479925,ba,2.07,13.973,>13.973,99.990,-9.432,1.977,V
2458209.65599,2018-04-01.1531863,bi,1.55,15.928,>15.928,99.990,0.766,0.309,g
2458209.65721,2018-04-01.1544,bi,1.63,15.976,>15.976,99.990,-0.436,0.296,g
2458209.65843,2018-04-01.1556210,bi,1.56,15.867,>15.867,99.990,0.699,0.327,g
2458210.65828,2018-04-02.1555508,bi,1.49,16.144,>16.144,99.990,1.219,0.253,g
2458210.65950,2018-04-02.1567658,bi,1.60,16.087,>16.087,99.990,-0.053,0.267,g
2458210.66071,2018-04-02.1579834,bi,1.50,16.102,>16.102,99.990,-0.339,0.263,g
2458211.63928,2018-04-03.1366260,bi,1.51,16.528,>16.528,99.990,0.326,0.178,g
2458211.64049,2018-04-03.1378368,bi,1.45,16.431,>16.431,99.990,0.617,0.194,g
2458211.64171,2018-04-03.1390563,bi,1.46,16.370,>16.370,99.990,0.577,0.206,g
2458212.23936,2018-04-03.7367578,bo,1.68,16.476,>16.476,99.990,0.441,0.186,g
2458212.24057,2018-04-03.7379663,bo,1.68,16.344,>16.344,99.990,0.386,0.211,g
2458212.24180,2018-04-03.7391899,bo,1.62,16.932,>16.932,99.990,0.321,0.123,g
2458212.59472,2018-04-04.0921449,bi,1.43,16.597,>16.597,99.990,0.569,0.167,g
2458212.59594,2018-04-04.0933680,bi,1.42,16.873,>16.873,99.990,0.223,0.129,g
2458212.59716,2018-04-04.0945855,bi,1.46,16.563,>16.563,99.990,0.434,0.172,g
2458214.56666,2018-04-06.0642425,bi,1.61,17.255,>17.255,99.990,0.367,0.091,g
2458214.56788,2018-04-06.0654625,bi,1.64,17.175,>17.175,99.990,0.459,0.098,g
2458214.56910,2018-04-06.0666835,bi,1.62,17.223,17.184,0.211,0.486,0.094,g
2458215.28079,2018-04-06.7784289,bo,1.55,17.798,17.244,0.131,0.459,0.055,g
2458215.28198,2018-04-06.7796276,bo,1.53,17.672,16.864,0.104,0.652,0.062,g
2458215.28320,2018-04-06.7808384,bo,1.59,17.703,17.135,0.130,0.508,0.060,g
2458215.55022,2018-04-07.0478819,bi,1.49,17.414,17.012,0.151,0.569,0.079,g
2458215.55143,2018-04-07.0490935,bi,1.44,17.329,>17.329,99.990,0.416,0.085,g
2458215.55265,2018-04-07.0503118,bi,1.46,17.204,16.934,0.171,0.612,0.095,g
2458216.30921,2018-04-07.8069377,bm,1.97,17.551,17.043,0.137,0.553,0.069,g
2458216.31042,2018-04-07.8081506,bm,2.02,17.480,17.152,0.162,0.500,0.074,g
2458216.31163,2018-04-07.8093658,bm,2.00,17.508,17.275,0.177,0.447,0.072,g
2458216.55332,2018-04-08.0510649,bi,1.58,17.178,16.703,0.141,0.757,0.098,g
2458216.55455,2018-04-08.0522900,bi,1.57,17.313,17.195,0.197,0.480,0.086,g
2458216.55578,2018-04-08.0535274,bi,1.54,17.221,17.138,0.203,0.507,0.094,g
2458217.30454,2018-04-08.8023501,bm,1.98,15.677,>15.677,99.990,0.322,0.389,g
2458217.30576,2018-04-08.8035724,bm,1.99,16.780,16.661,0.196,0.786,0.141,g
2458217.30698,2018-04-08.8047877,bm,2.00,17.294,16.952,0.160,0.601,0.088,g
2458218.32359,2018-04-09.8214881,bm,1.45,99.990,99.990,99.990,99.990,99.990,g
2458218.32481,2018-04-09.8227072,bm,1.39,99.990,99.990,99.990,99.990,99.990,g
2458218.32602,2018-04-09.8239135,bm,1.44,99.990,99.990,99.990,99.990,99.990,g
2458218.60461,2018-04-10.1025335,bi,1.41,16.296,>16.296,99.990,0.686,0.220,g
2458218.60583,2018-04-10.1037498,bi,1.35,16.301,>16.301,99.990,0.455,0.219,g
2458218.60705,2018-04-10.1049685,bi,1.35,16.245,>16.245,99.990,0.399,0.231,g
2458220.64370,2018-04-12.1417880,bi,1.42,17.006,16.894,0.198,0.635,0.114,g
2458220.64492,2018-04-12.1430054,bi,1.43,17.172,>17.172,99.990,0.411,0.098,g
2458220.64614,2018-04-12.1442337,bi,1.40,17.126,>17.126,99.990,0.443,0.103,g
2458221.59490,2018-04-13.0930714,bi,1.47,17.247,17.014,0.177,0.568,0.092,g
2458221.59612,2018-04-13.0942939,bi,1.48,17.298,17.133,0.188,0.509,0.088,g
2458221.59734,2018-04-13.0955135,bi,1.48,17.286,>17.286,99.990,0.374,0.088,g
2458222.63809,2018-04-14.1363527,be,1.40,16.348,>16.348,99.990,0.923,0.222,V
2458222.63809,2018-04-14.1363533,bh,1.37,16.363,>16.363,99.990,1.037,0.219,V
2458222.63937,2018-04-14.1376280,be,1.39,16.429,>16.429,99.990,0.226,0.206,V
2458222.63937,2018-04-14.1376277,bh,1.41,16.285,>16.285,99.990,0.565,0.235,V
2458222.64064,2018-04-14.1389006,bh,1.38,16.327,>16.327,99.990,0.389,0.226,V
2458222.64064,2018-04-14.1389006,be,1.36,16.453,>16.453,99.990,0.252,0.201,V
2458223.31406,2018-04-14.8123762,bm,1.52,17.615,17.394,0.179,0.400,0.065,g
2458223.31526,2018-04-14.8135834,bm,1.53,17.519,17.086,0.147,0.532,0.071,g
2458223.31647,2018-04-14.8147896,bm,1.54,17.571,16.972,0.126,0.590,0.068,g
2458223.63029,2018-04-15.1286393,bi,1.38,17.191,16.976,0.180,0.588,0.097,g
2458223.63272,2018-04-15.1310731,bi,1.40,17.172,>17.172,99.990,0.447,0.098,g
2458224.30953,2018-04-15.8079417,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458224.31075,2018-04-15.8091596,bm,1.49,17.521,17.263,0.173,0.451,0.071,g
2458224.31196,2018-04-15.8103703,bm,1.47,17.541,17.037,0.138,0.556,0.070,g
2458225.62896,2018-04-17.1274835,be,1.42,16.504,>16.504,99.990,0.656,0.192,V
2458225.63022,2018-04-17.1287479,bh,1.44,16.151,>16.151,99.990,0.425,0.266,V
2458225.63022,2018-04-17.1287475,be,1.44,16.461,>16.461,99.990,0.850,0.200,V
2458225.63149,2018-04-17.1300224,bh,1.42,16.285,>16.285,99.990,0.858,0.235,V
2458225.63150,2018-04-17.1300218,be,1.44,16.413,>16.413,99.990,0.345,0.209,V
2458226.62767,2018-04-18.1262756,bi,1.59,17.248,>17.248,99.990,0.279,0.092,g
2458226.62891,2018-04-18.1275236,bi,1.68,17.250,>17.250,99.990,0.406,0.091,g
2458226.63014,2018-04-18.1287484,bi,1.67,17.225,>17.225,99.990,0.269,0.094,g
2458227.56769,2018-04-19.0663778,bi,1.39,17.200,16.975,0.178,0.589,0.096,g
2458227.56890,2018-04-19.0675918,bi,1.43,17.334,17.318,0.216,0.429,0.085,g
2458227.57012,2018-04-19.0688160,bi,1.46,17.377,16.838,0.133,0.668,0.081,g
2458228.29591,2018-04-19.7946690,bm,2.02,17.391,16.981,0.150,0.586,0.080,g
2458228.29713,2018-04-19.7958854,bm,2.01,17.451,17.399,0.209,0.399,0.076,g
2458228.29834,2018-04-19.7971026,bm,2.01,17.477,17.401,0.204,0.398,0.074,g
2458228.53085,2018-04-20.0296232,bh,1.49,16.211,>16.211,99.990,0.771,0.252,V
2458228.53212,2018-04-20.0308982,bh,1.53,16.240,16.168,0.205,1.308,0.245,V
2458228.53212,2018-04-20.0308988,be,1.47,16.469,>16.469,99.990,0.729,0.198,V
2458228.53339,2018-04-20.0321777,be,1.50,99.990,99.990,99.990,99.990,99.990,V
2458228.53339,2018-04-20.0321771,bh,1.53,16.356,>16.356,99.990,0.871,0.220,V
2458229.61830,2018-04-21.1171777,bh,1.58,16.160,>16.160,99.990,0.188,0.264,V
2458229.61830,2018-04-21.1171777,be,1.59,16.481,>16.481,99.990,0.282,0.196,V
2458229.62084,2018-04-21.1197189,bh,1.62,16.136,>16.136,99.990,0.936,0.269,V
2458230.61754,2018-04-22.1165108,be,1.51,16.308,>16.308,99.990,0.845,0.230,V
2458230.61881,2018-04-22.1177787,bh,1.49,99.990,99.990,99.990,99.990,99.990,V
2458230.61881,2018-04-22.1177778,be,1.46,16.372,>16.372,99.990,0.368,0.217,V
2458230.62008,2018-04-22.1190502,be,1.48,16.139,>16.139,99.990,0.429,0.269,V
2458233.57004,2018-04-25.0692666,bi,1.46,16.459,>16.459,99.990,0.649,0.189,g
2458233.57125,2018-04-25.0704862,bi,1.41,16.459,>16.459,99.990,0.295,0.189,g
2458233.57249,2018-04-25.0717211,bi,1.44,16.464,>16.464,99.990,0.409,0.189,g
2458235.58754,2018-04-27.0869563,bi,1.45,16.023,>16.023,99.990,0.431,0.283,g
2458235.58876,2018-04-27.0881809,bi,1.48,15.963,>15.963,99.990,0.726,0.299,g
2458235.59000,2018-04-27.0894098,bi,1.48,15.962,>15.962,99.990,1.271,0.300,g
2458236.57238,2018-04-28.0718822,bi,1.49,16.013,>16.013,99.990,0.147,0.286,g
2458236.57359,2018-04-28.0730986,bi,1.47,16.054,>16.054,99.990,0.820,0.275,g
2458238.56650,2018-04-30.0661898,bi,1.45,16.094,>16.094,99.990,0.634,0.265,g
2458238.56772,2018-04-30.0674119,bi,1.49,15.908,>15.908,99.990,0.814,0.315,g
2458238.56894,2018-04-30.0686246,bi,1.41,15.968,>15.968,99.990,0.258,0.298,g
2458241.57184,2018-05-03.0717962,bi,1.65,16.293,>16.293,99.990,0.985,0.221,g
2458241.57306,2018-05-03.0730148,bi,1.59,16.294,>16.294,99.990,0.533,0.220,g
2458241.57428,2018-05-03.0742353,bi,1.64,16.316,>16.316,99.990,0.985,0.216,g
2458242.53432,2018-05-04.0343723,bi,1.39,17.154,17.147,0.218,0.503,0.100,g
2458242.53554,2018-05-04.0355909,bi,1.40,17.174,16.874,0.166,0.646,0.098,g
2458242.53676,2018-05-04.0368097,bi,1.41,17.076,17.021,0.208,0.565,0.107,g
2458243.52926,2018-05-05.0294121,bi,1.43,17.129,17.082,0.210,0.533,0.102,g
2458243.53049,2018-05-05.0306329,bi,1.44,17.283,>17.283,99.990,0.425,0.089,g
2458243.53170,2018-05-05.0318468,bi,1.41,17.238,17.103,0.194,0.523,0.092,g
2458245.23951,2018-05-06.7398002,bm,2.23,17.304,>17.304,99.990,0.318,0.087,g
2458245.24071,2018-05-06.7410072,bm,2.22,15.839,>15.839,99.990,0.524,0.335,g
2458245.24192,2018-05-06.7422144,bm,2.23,16.399,>16.399,99.990,0.349,0.200,g
2458246.54586,2018-05-08.0462722,be,1.42,15.652,>15.652,99.990,0.958,0.421,V
2458246.54586,2018-05-08.0462722,bh,1.32,15.493,>15.493,99.990,0.230,0.487,V
2458246.54728,2018-05-08.0476924,be,1.49,15.778,>15.778,99.990,0.475,0.375,V
2458246.54728,2018-05-08.0476935,bh,1.44,15.489,>15.489,99.990,-0.114,0.489,V
2458246.54855,2018-05-08.0489662,bh,1.40,15.642,>15.642,99.990,0.764,0.425,V
2458246.54855,2018-05-08.0489668,be,1.48,15.831,>15.831,99.990,1.237,0.357,V
2458247.55381,2018-05-09.0543115,bi,1.69,16.915,>16.915,99.990,0.547,0.125,g
2458247.55502,2018-05-09.0555243,bi,1.67,17.081,>17.081,99.990,0.326,0.107,g
2458247.55624,2018-05-09.0567481,bi,1.71,16.938,>16.938,99.990,0.289,0.122,g
2458248.25540,2018-05-09.7559719,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458248.25662,2018-05-09.7571890,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2458248.25783,2018-05-09.7584028,bm,1.59,17.445,17.197,0.174,0.480,0.076,g
2458248.57545,2018-05-10.0760466,bi,1.54,99.990,99.990,99.990,99.990,99.990,g
2458248.59156,2018-05-10.0921621,bi,1.75,15.478,>15.478,99.990,-0.089,0.467,g
2458249.25504,2018-05-10.7557021,bm,1.74,16.040,>16.040,99.990,0.019,0.279,g
2458249.25669,2018-05-10.7573538,bm,1.79,16.053,>16.053,99.990,0.063,0.275,g
2458249.25799,2018-05-10.7586525,bm,1.91,15.453,>15.453,99.990,0.124,0.478,g
2458250.24639,2018-05-11.7471480,bm,1.58,17.506,17.070,0.146,0.540,0.072,g
2458250.24761,2018-05-11.7483599,bm,1.53,17.430,>17.430,99.990,0.381,0.077,g
2458250.24970,2018-05-11.7504637,bm,1.53,17.590,17.340,0.174,0.421,0.067,g
2458250.53694,2018-05-12.0377171,bi,1.39,17.301,16.678,0.124,0.774,0.087,g
2458250.53815,2018-05-12.0389310,bi,1.40,17.226,16.828,0.152,0.674,0.093,g
2458250.53937,2018-05-12.0401497,bi,1.42,17.202,>17.202,99.990,0.445,0.096,g
2458251.23868,2018-05-12.7395252,bm,1.49,17.501,17.273,0.178,0.447,0.073,g
2458251.23990,2018-05-12.7407443,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458251.24112,2018-05-12.7419587,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458252.24263,2018-05-13.7435618,bm,1.50,17.437,17.011,0.148,0.570,0.077,g
2458252.24384,2018-05-13.7447695,bm,1.51,17.654,17.064,0.127,0.543,0.063,g
2458252.24506,2018-05-13.7459862,bm,1.54,17.439,16.861,0.129,0.654,0.077,g
2458253.23778,2018-05-14.7388037,bm,1.46,17.601,17.284,0.164,0.443,0.066,g
2458253.23899,2018-05-14.7400105,bm,1.48,17.467,17.235,0.177,0.464,0.075,g
2458253.24020,2018-05-14.7412164,bm,1.48,17.504,16.991,0.137,0.581,0.072,g
2458254.23357,2018-05-15.7346763,bm,1.55,17.606,>17.606,99.990,0.303,0.066,g
2458254.23477,2018-05-15.7358798,bm,1.60,17.548,17.433,0.197,0.386,0.070,g
2458254.23598,2018-05-15.7370879,bm,1.63,17.533,16.868,0.119,0.650,0.071,g
2458255.23333,2018-05-16.7345375,bm,1.65,17.552,17.168,0.154,0.493,0.069,g
2458255.23456,2018-05-16.7357567,bm,1.63,17.458,17.033,0.148,0.558,0.076,g
2458255.23576,2018-05-16.7369706,bm,1.63,17.537,>17.537,99.990,0.338,0.070,g
2458256.21055,2018-05-17.7118361,bm,1.98,17.383,17.194,0.184,0.481,0.081,g
2458256.21176,2018-05-17.7130385,bm,1.99,17.457,16.786,0.118,0.701,0.076,g
2458256.21296,2018-05-17.7142443,bm,1.98,17.424,17.204,0.179,0.477,0.078,g
2458257.49656,2018-05-18.9979605,bi,1.41,17.054,16.775,0.170,0.708,0.110,g
2458257.49777,2018-05-18.9991743,bi,1.44,17.166,17.118,0.210,0.516,0.099,g
2458257.49901,2018-05-19.0004094,bi,1.39,17.129,17.066,0.207,0.542,0.102,g
2458261.49091,2018-05-22.9926574,bi,1.48,16.677,>16.677,99.990,0.365,0.155,g
2458261.49212,2018-05-22.9938738,bi,1.43,16.610,>16.610,99.990,0.536,0.165,g
2458261.49334,2018-05-22.9950971,bi,1.41,16.705,>16.705,99.990,0.679,0.151,g
2458264.49766,2018-05-25.9996677,bi,1.42,16.117,>16.117,99.990,0.921,0.260,g
2458264.49887,2018-05-26.0008814,bi,1.40,15.832,>15.832,99.990,0.697,0.338,g
2458265.50117,2018-05-27.0032623,bi,1.42,16.238,>16.238,99.990,0.480,0.232,g
2458265.50240,2018-05-27.0044892,bi,1.46,16.451,>16.451,99.990,0.318,0.191,g
2458265.50361,2018-05-27.0057061,bi,1.46,16.334,>16.334,99.990,0.140,0.212,g
2458271.48113,2018-06-01.9837194,bi,1.76,17.050,>17.050,99.990,0.518,0.110,g
2458271.48236,2018-06-01.9849439,bi,1.80,17.067,>17.067,99.990,0.371,0.108,g
2458271.48358,2018-06-01.9861612,bi,1.80,17.029,>17.029,99.990,0.538,0.112,g
2458276.46554,2018-06-06.9685155,bi,1.44,17.087,>17.087,99.990,0.464,0.106,g
2458276.46676,2018-06-06.9697363,bi,1.48,17.175,17.096,0.204,0.527,0.098,g
2458276.46798,2018-06-06.9709540,bi,1.43,17.122,16.781,0.160,0.704,0.103,g
2458278.46178,2018-06-08.9649090,bi,1.64,17.063,16.806,0.173,0.688,0.109,g
2458278.46299,2018-06-08.9661215,bi,1.74,16.981,>16.981,99.990,0.324,0.117,g
2458278.46422,2018-06-08.9673446,bi,1.67,17.029,>17.029,99.990,0.314,0.112,g
2458283.44664,2018-06-13.9501304,bi,2.20,16.118,>16.118,99.990,0.270,0.259,g
2458283.44786,2018-06-13.9513468,bi,2.18,16.293,>16.293,99.990,0.314,0.221,g
2458283.44908,2018-06-13.9525651,bi,2.18,16.521,>16.521,99.990,0.516,0.179,g
2458377.90315,2018-09-16.4072497,be,1.59,15.910,>15.910,99.990,0.390,0.332,V
2458377.90315,2018-09-16.4072495,bh,1.47,15.755,>15.755,99.990,0.290,0.383,V
2458377.90441,2018-09-16.4085128,be,1.62,15.774,>15.774,99.990,0.241,0.376,V
2458377.90441,2018-09-16.4085140,bh,1.52,15.637,>15.637,99.990,0.266,0.427,V
2458377.90569,2018-09-16.4097884,bh,1.51,15.488,>15.488,99.990,-0.288,0.489,V
2458377.90569,2018-09-16.4097878,be,1.58,15.383,>15.383,99.990,0.185,0.539,V
2458379.89980,2018-09-18.4037740,bi,1.51,15.286,>15.286,99.990,0.855,0.558,g
2458379.90101,2018-09-18.4049884,bi,1.53,15.515,>15.515,99.990,0.381,0.452,g
2458379.90222,2018-09-18.4062038,bi,1.51,15.561,>15.561,99.990,-0.151,0.433,g
2458380.89678,2018-09-19.4007077,be,1.63,15.684,>15.684,99.990,0.795,0.408,V
2458380.89806,2018-09-19.4019813,be,1.64,15.638,>15.638,99.990,0.766,0.427,V
2458380.89806,2018-09-19.4019811,bh,1.40,15.557,>15.557,99.990,0.817,0.459,V
2458380.89934,2018-09-19.4032556,be,1.56,15.707,>15.707,99.990,0.607,0.400,V
2458380.89934,2018-09-19.4032563,bh,1.41,15.639,>15.639,99.990,0.985,0.426,V
2458381.89730,2018-09-20.4011518,bh,1.51,14.532,>14.532,99.990,-0.431,1.181,V
2458381.89730,2018-09-20.4011521,be,1.37,14.580,>14.580,99.990,2.146,1.129,V
2458381.89857,2018-09-20.4024200,be,1.45,14.611,>14.611,99.990,0.032,1.097,V
2458381.89864,2018-09-20.4024921,bh,1.45,14.383,>14.383,99.990,0.984,1.355,V
2458381.89989,2018-09-20.4037358,bh,1.42,14.568,>14.568,99.990,-0.464,1.142,V
2458381.89989,2018-09-20.4037346,be,1.44,14.700,>14.700,99.990,-0.562,1.012,V
2458383.12646,2018-09-21.6302327,ba,1.71,16.482,>16.482,99.990,0.198,0.196,V
2458383.12774,2018-09-21.6315076,ba,1.67,16.334,>16.334,99.990,0.527,0.225,V
2458384.89466,2018-09-23.3983140,bi,1.75,16.014,>16.014,99.990,-0.231,0.285,g
2458384.89589,2018-09-23.3995384,bi,1.68,15.726,>15.726,99.990,0.238,0.372,g
2458384.89710,2018-09-23.4007546,bi,1.97,15.908,>15.908,99.990,-1.120,0.315,g
2458386.12464,2018-09-24.6282109,ba,1.65,15.523,>15.523,99.990,0.449,0.474,V
2458386.12593,2018-09-24.6294902,ba,1.58,15.136,>15.136,99.990,1.134,0.677,V
2458386.12720,2018-09-24.6307637,ba,1.57,15.017,>15.017,99.990,0.415,0.755,V
2458386.63227,2018-09-25.1357928,bm,1.98,14.349,>14.349,99.990,1.182,1.323,g
2458388.62732,2018-09-27.1307112,bm,1.61,16.085,>16.085,99.990,0.450,0.267,g
2458388.62853,2018-09-27.1319174,bm,1.52,15.807,>15.807,99.990,-0.001,0.345,g
2458388.62976,2018-09-27.1331453,bm,1.53,15.689,>15.689,99.990,-0.232,0.385,g
2458392.11992,2018-09-30.6230457,ba,1.70,15.931,>15.931,99.990,0.802,0.326,V
2458392.62200,2018-10-01.1250907,bm,1.49,16.098,>16.098,99.990,0.697,0.264,g
2458392.62322,2018-10-01.1263038,bm,1.56,16.182,>16.182,99.990,0.417,0.245,g
2458392.62444,2018-10-01.1275237,bm,1.51,16.131,>16.131,99.990,0.418,0.256,g
2458398.61089,2018-10-07.1135054,bm,1.51,17.134,16.944,0.184,0.606,0.102,g
2458398.61209,2018-10-07.1147092,bm,1.49,17.118,16.769,0.159,0.712,0.103,g
2458398.61330,2018-10-07.1159164,bm,1.48,17.130,16.959,0.187,0.598,0.102,g
2458406.09730,2018-10-14.5992900,ba,1.68,16.726,>16.726,99.990,0.268,0.157,V
2458406.09857,2018-10-14.6005657,ba,1.66,16.763,>16.763,99.990,0.350,0.151,V
2458406.09986,2018-10-14.6018436,ba,1.65,16.758,>16.758,99.990,0.481,0.152,V
2458409.08906,2018-10-17.5907979,ba,1.70,16.755,>16.755,99.990,0.190,0.152,V
2458409.09034,2018-10-17.5920718,ba,1.66,16.682,>16.682,99.990,0.321,0.163,V
2458412.83205,2018-10-21.3334459,bi,1.47,16.485,>16.485,99.990,0.460,0.185,g
2458412.83326,2018-10-21.3346568,bi,1.46,16.463,>16.463,99.990,0.157,0.189,g
2458412.83448,2018-10-21.3358747,bi,1.47,16.530,>16.530,99.990,0.770,0.177,g
2458413.82887,2018-10-22.3301805,bi,1.53,16.273,>16.273,99.990,0.891,0.225,g
2458413.83009,2018-10-22.3314035,bi,1.46,16.142,16.091,0.209,1.329,0.254,g
2458413.83130,2018-10-22.3326180,bi,1.46,16.050,>16.050,99.990,0.663,0.276,g
2458415.11046,2018-10-23.6116495,ba,1.62,15.989,>15.989,99.990,1.145,0.309,V
2458415.11173,2018-10-23.6129203,ba,1.60,16.035,>16.035,99.990,0.541,0.296,V
2458415.11301,2018-10-23.6142011,ba,1.58,15.898,>15.898,99.990,0.613,0.336,V
2458415.60287,2018-10-24.1040146,bm,1.53,16.155,>16.155,99.990,0.337,0.251,g
2458415.60409,2018-10-24.1052335,bm,1.51,16.282,16.246,0.212,1.153,0.223,g
2458415.60531,2018-10-24.1064518,bm,1.51,16.248,>16.248,99.990,0.228,0.230,g
2458415.83032,2018-10-24.3314521,bi,1.49,15.946,>15.946,99.990,0.820,0.304,g
